,2009.repayment.3_yr_repayment.completers_rate,2009.repayment.3_yr_repayment.noncompleters_rate,2009.repayment.7_yr_repayment.completers_rate,2009.repayment.7_yr_repayment.noncompleters_rate,2009.repayment.repayment_cohort.3_year_declining_balance,2009.repayment.repayment_cohort.7_year_declining_balance,2010.repayment.3_yr_repayment.completers_rate,2010.repayment.3_yr_repayment.noncompleters_rate,2010.repayment.7_yr_repayment.completers_rate,2010.repayment.7_yr_repayment.noncompleters_rate,2010.repayment.repayment_cohort.3_year_declining_balance,2010.repayment.repayment_cohort.7_year_declining_balance,2011.repayment.3_yr_repayment.completers_rate,2011.repayment.3_yr_repayment.noncompleters_rate,2011.repayment.7_yr_repayment.completers_rate,2011.repayment.7_yr_repayment.noncompleters_rate,2011.repayment.repayment_cohort.3_year_declining_balance,2011.repayment.repayment_cohort.7_year_declining_balance,2012.repayment.3_yr_repayment.completers_rate,2012.repayment.3_yr_repayment.noncompleters_rate,2012.repayment.7_yr_repayment.completers_rate,2012.repayment.7_yr_repayment.noncompleters_rate,2012.repayment.repayment_cohort.3_year_declining_balance,2012.repayment.repayment_cohort.7_year_declining_balance,2013.repayment.3_yr_repayment.completers_rate,2013.repayment.3_yr_repayment.noncompleters_rate,2013.repayment.7_yr_repayment.completers_rate,2013.repayment.7_yr_repayment.noncompleters_rate,2013.repayment.repayment_cohort.3_year_declining_balance,2013.repayment.repayment_cohort.7_year_declining_balance,2014.repayment.3_yr_repayment.completers_rate,2014.repayment.3_yr_repayment.noncompleters_rate,2014.repayment.7_yr_repayment.completers_rate,2014.repayment.7_yr_repayment.noncompleters_rate,2014.repayment.repayment_cohort.3_year_declining_balance,2014.repayment.repayment_cohort.7_year_declining_balance,2015.repayment.3_yr_repayment.completers_rate,2015.repayment.3_yr_repayment.noncompleters_rate,2015.repayment.7_yr_repayment.completers_rate,2015.repayment.7_yr_repayment.noncompleters_rate,2015.repayment.repayment_cohort.3_year_declining_balance,2015.repayment.repayment_cohort.7_year_declining_balance,school.name
11,0.8235294118,0.6741935484,,,0.7010582011,,0.7462686567,0.5829596413,,,0.6442577031,,0.7512437811,0.5566037736,,,0.6513317191,,0.7777777778,0.5070422535,,,0.631043257,,0.7267080745,0.5152838428,0.845238095,0.678977273,0.6025641026,0.711009174,0.7024390244,0.4944649446,0.813333333,0.548523207,0.5840336134,0.651162791,0.7268722467,0.4788273616,0.78440367,0.576576577,0.5842696629,0.679545455,Culver-Stockton College
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A T Still University of Health Sciences
13,0.9176470588,0.6532258065,,,0.7607655502,,0.8993288591,0.6391752577,,,0.7521865889,,0.8227848101,0.6010928962,,,0.7038123167,,0.8078817734,0.6073059361,,,0.7037914692,,0.8424437299,0.6279863481,0.911764706,0.670542636,0.738410596,0.76635514,0.8613861386,0.6058823529,0.887417219,0.695431472,0.7446236559,0.778735632,0.8555045872,0.5601092896,0.839506173,0.617021277,0.7206982544,0.72,State Technical College of Missouri
14,,,,,,,,,,,,,,,,,,,,,,,0.4666666667,,,,,,0.4545454545,,,,,,0.4680851064,,,,,,0.4117647059,,Paul Mitchell the School-Missouri Columbia
15,0.9144736842,0.6772151899,,,0.7935483871,,0.8646616541,0.6197183099,,,0.7381818182,,0.7394957983,0.5185185185,,,0.6120996441,,0.6551724138,0.4897959184,,,0.5719178082,,0.7128712871,0.5231788079,0.919254658,0.706586826,0.6317280453,0.81097561,0.7288888889,0.5348837209,0.883211679,0.686666667,0.644836272,0.780487805,0.7105263158,0.5185185185,0.803278689,0.607142857,0.6221590909,0.689655172,Kansas City Art Institute
16,,,,,0.7438271605,,,,,,0.6587030717,,0.7848101266,0.5774647887,,,0.6335616438,,0.7289719626,0.5279503106,,,0.6082089552,,0.7711864407,0.5099337748,,,0.624535316,0.781065089,0.7849462366,0.5325443787,,,0.6221374046,0.72147651,0.7945205479,0.5135135135,0.860759494,0.619266055,0.5930232558,0.683501684,Baptist Bible College
17,0.8933333333,0.652,,,0.7425,,0.8543046358,0.5520833333,,,0.6851311953,,0.7272727273,0.5081967213,,,0.6083086053,,0.7133333333,0.495049505,,,0.5880681818,,0.7302631579,0.4830917874,0.88961039,0.673076923,0.5877437326,0.753623188,0.7692307692,0.4577114428,0.858064516,0.611940299,0.6111111111,0.719101124,0.7967479675,0.3930131004,0.71875,0.60106383,0.6021052632,0.655172414,Cox College
18,0.7280701754,0.3548387097,,,0.6707920792,,0.734939759,0.3235294118,,,0.665,,0.66,0.3493975904,,,0.6004618938,,0.6411764706,0.4019607843,,,0.5859728507,,0.65374677,0.4433962264,0.774647887,0.353846154,0.6085192698,0.70952381,0.6369710468,0.4672131148,0.755102041,0.383561644,0.6007005254,0.689903846,0.6788321168,0.4890510949,0.681318681,0.452380952,0.6313868613,0.638392857,Hickey College
19,0.9147727273,0.700365408,,,0.7993442623,,0.894488189,0.6196319018,,,0.7552447552,,0.8338870432,0.5647249191,,,0.6975409836,,0.8248407643,0.5642201835,,,0.6918876755,,0.824964132,0.5677233429,0.92989418,0.731257209,0.6966211359,0.823783118,0.8251655629,0.5597560976,0.909638554,0.68358209,0.686984127,0.796101949,0.8096551724,0.5627753304,0.863123994,0.648985959,0.6723821188,0.754358162,Wayne State College
0,0.8611111111,0.7754919499,,,0.7806722689,,0.8737864078,0.7298105683,,,0.7432188065,,,,,,0.7314897413,,,,,,0.717884131,,,,,,0.7317686505,0.790715373,0.8125,0.7209062822,,,0.7380753138,0.785894207,0.8233890215,0.6435768262,,,0.7056883759,0.769676885,Franklin Pierce University
1,0.8483754513,0.6727605119,,,0.7317961165,,0.8465116279,0.6229508197,,,0.6913229018,,0.7841726619,0.5736842105,,,0.6300578035,,0.7393939394,0.5137614679,,,0.5894308943,,0.7340425532,0.4623655914,0.829710145,0.67486819,0.5535714286,0.725443787,0.6945812808,0.438961039,0.85915493,0.642570281,0.5272108844,0.70745429,0.6379310345,0.415274463,0.817518248,0.618320611,0.4946236559,0.669811321,White Mountains Community College
2,0.8571428571,0.6235294118,,,0.6897133221,,0.815920398,0.5571428571,,,0.6409017713,,0.7777777778,0.5368956743,,,0.6151202749,,0.7272727273,0.4936061381,,,0.5629496403,,0.7142857143,0.4606299213,0.875675676,0.664444444,0.5447368421,0.725984252,0.6758409786,0.4546850998,0.846511628,0.62,0.5286298569,0.693233083,0.6186440678,0.439829606,0.77,0.587677725,0.4887857695,0.646302251,Granite State College
3,0.8,0.6069364162,,,0.6502242152,,0.7555555556,0.5234375,,,0.5838150289,,0.6315789474,0.4452554745,,,0.5,,0.6333333333,0.3788819876,,,0.4479638009,,0.6865671642,0.3453608247,,,0.4329501916,0.681034483,0.696969697,0.3654618474,0.761904762,0.578947368,0.4349206349,0.622857143,0.6285714286,0.3356164384,0.672131148,0.517730497,0.3922651934,0.564356436,Great Basin College
4,0.5195530726,0.3304597701,,,0.394686907,,0.4372759857,0.2450980392,,,0.3231441048,,0.3387978142,0.1707317073,,,0.2544217687,,0.2882882883,0.1411042945,,,0.215477997,,0.2752043597,0.1186868687,0.56372549,0.426229508,0.1939711664,0.475438597,0.2402912621,0.1008403361,0.49025974,0.350710901,0.1655405405,0.409589041,0.2244488978,0.1007462687,0.424242424,0.253263708,0.1603864734,0.340179718,Vatterott College-Spring Valley
5,,,,,0.7073170732,,0.7916666667,0.5789473684,,,0.63,,0.796875,0.5458715596,,,0.6387283237,,0.7485380117,0.5,,,0.6092544987,,0.6978021978,0.441509434,,,0.5458612975,0.630434783,0.6634146341,0.426035503,0.730769231,0.58125,0.5156537753,0.617924528,0.6405529954,0.4081632653,0.751879699,0.605150215,0.4909688013,0.658469945,River Valley Community College
6,,,,,0.85,,0.828125,0.53125,,,0.7291666667,,0.7580645161,0.4571428571,,,0.6494845361,,0.7818181818,0.5,,,0.6913580247,,,,,,0.6395348837,0.790476191,0.641025641,0.3548387097,0.753623188,0.575757576,0.5596330275,0.696078431,0.72,0.5,0.776119403,0.583333333,0.6460176991,0.708737864,St Joseph School of Nursing
7,0.928057554,0.8375,,,0.8795986622,,0.9230769231,0.6268656716,,,0.7862068966,,0.8851674641,0.5251798561,,,0.7413793103,,0.8630136986,0.6272189349,,,0.7603092784,,0.8523206751,0.6036585366,,,0.7506234414,0.911585366,0.8506944444,0.535483871,,,0.7404063205,0.835483871,0.8296529968,0.5652173913,0.918918919,0.597122302,0.7405857741,0.79501385,Clarkson College
8,0.8308823529,0.6304347826,,,0.7802197802,,0.7254901961,0.5625,,,0.6865671642,,0.6615384615,0.4230769231,,,0.6113360324,,0.5576923077,0.3188405797,,,0.4981949458,,0.5303643725,0.3414634146,0.843283582,0.615384615,0.4832826748,0.779569893,0.5146443515,0.4201680672,0.741721854,0.56,0.4832402235,0.696517413,0.5066666667,0.4133333333,0.679802956,0.403846154,0.4693333333,0.623529412,College of Hair Design-Downtown
9,0.5943396226,0.234375,,,0.4588235294,,0.6095238095,0.2173913043,,,0.4263959391,,0.5422535211,0.2786885246,,,0.4204545455,,0.4666666667,0.296875,,,0.3961038961,,0.4891304348,0.2592592593,0.652542373,0.257575758,0.3918495298,0.510869565,0.4948979592,0.2222222222,0.610619469,0.247311828,0.3794117647,0.446601942,0.4795321637,0.2246376812,0.558441558,0.291666667,0.3656957929,0.441605839,Empire Beauty School-Laconia
10,0.874015748,0.6411483254,,,0.7688984881,,0.7927927928,0.6480446927,,,0.7281795511,,0.7607655502,0.6647727273,,,0.7168831169,,0.724,0.5714285714,,,0.6611764706,,0.707641196,0.5223880597,0.880149813,0.720338983,0.6334661355,0.805168986,0.7065868263,0.5570776256,0.831168831,0.689473684,0.6473779385,0.767220903,0.7604790419,0.5726495726,0.837209302,0.642105263,0.6830985915,0.745679012,William Woods University
11,0.9120879121,0.6921052632,,,0.7633451957,,0.8452380952,0.5911764706,,,0.6751968504,,0.7698412698,0.5085910653,,,0.587529976,,0.7012987013,0.4750656168,,,0.5131004367,,0.7731958763,0.4186471664,0.885416667,0.695331695,0.4720496894,0.756260434,0.7348066298,0.3616666667,0.901098901,0.636363636,0.4481434059,0.724770642,0.6738197425,0.3740573152,0.832116788,0.568452381,0.4520089286,0.644820296,Helena College University of Montana
12,,,,,0.7351129363,,,,,,0.6384180791,,,,,,0.5402684564,,,,,,0.5045592705,,0.8533333333,0.4524590164,,,0.5315789474,0.736842105,0.7734375,0.4523076923,,,0.5430463576,0.671717172,0.7371794872,0.4827586207,,,0.5663157895,0.619760479,University of Great Falls
13,0.7289719626,0.4714285714,,,0.5829959514,,0.6601941748,0.3870967742,,,0.5110132159,,0.623655914,0.2280701754,,,0.4057971014,,0.578313253,0.225,,,0.3694581281,,0.504950495,0.2180851064,0.743589744,0.450331126,0.3183391003,0.578358209,0.5,0.234375,0.672566372,0.410852713,0.3191489362,0.533057851,0.5754716981,0.2781954887,0.6,0.308333333,0.3629032258,0.444444444,Salish Kootenai College
14,0.8582089552,0.7719298246,,,0.8185483871,,,,,,0.7763975155,,0.8791208791,0.5764705882,,,0.7329545455,,0.8421052632,0.4945054945,,,0.7119341564,,0.8238636364,0.496124031,0.88,0.78125,0.6852459016,0.834532374,0.8192090395,0.5089820359,,,0.6686046512,0.782608696,0.8527918782,0.5846994536,,,0.7236842105,0.780104712,Westminster College
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chillicothe Beauty Academy Inc
16,0.8717948718,0.65625,,,0.7746478873,,0.8245614035,0.6666666667,,,0.7435897436,,0.8032786885,0.6086956522,,,0.7,,0.7411764706,0.5416666667,,,0.6496815287,,0.7297297297,0.4756097561,,,0.621761658,0.841059603,0.7619047619,0.4528301887,,,0.6066350711,0.85483871,0.7647058824,0.4509803922,,,0.6078431373,0.768115942,Cottey College
17,,,,,0.6465116279,,0.8113207547,0.5,,,0.5873015873,,0.7462686567,0.5395683453,,,0.6067961165,,0.6631578947,0.53125,,,0.5874439462,,0.6960784314,0.525,,,0.6036036036,0.710526316,0.7261904762,0.5,0.807017544,0.591549296,0.5989583333,0.653266332,0.7126436782,0.4761904762,0.783783784,0.568493151,0.5833333333,0.640909091,Central Christian College of the Bible
18,,,,,0.6486486486,,,,,,0.6481481481,,0.5769230769,0.5463917526,,,0.5528455285,,0.675,0.5268817204,,,0.5714285714,,0.7272727273,0.5079365079,,,0.5745856354,0.655172414,0.7843137255,0.5120481928,,,0.5760368664,0.623931624,,,,,0.5588235294,0.546875,Saint Louis Christian College
19,0.5957446809,0.511627907,,,0.5693430657,,0.6268656716,0.3888888889,,,0.5436893204,,,,,,0.4343434343,,,,,,0.4571428571,,0.5625,0.3548387097,0.653061225,0.56097561,0.5118110236,0.625899281,0.5700934579,0.4137931034,0.704225352,0.388888889,0.5367647059,0.598130841,0.652892562,0.48,,,0.6232876712,0.509615385,Rolla Technical Institute/Center
0,,,,,0.8148148148,,,,,,0.7721518987,,,,,,0.7466666667,,,,,,0.7450980392,,,,,,0.6886792453,0.87037037,,,,,0.6206896552,0.835294118,0.652173913,0.4927536232,,,0.5565217391,0.747126437,Calvary University
1,0.7228915663,0.3888888889,,,0.6218487395,,,,,,0.5108695652,,,,,,0.4482758621,,0.5692307692,0.3333333333,,,0.4807692308,,0.4935064935,0.2682926829,0.743902439,0.371428571,0.4152542373,0.632478633,,,,,0.3898305085,0.532608696,,,,,0.4862385321,0.443181818,Roman Academy of Beauty Culture
2,0.9099001303,0.7477009196,,,0.8254579517,,0.8688237866,0.6715186803,,,0.775298988,,0.8340234645,0.6190362023,,,0.7440553828,,0.7958364312,0.5788822948,,,0.7143653078,,0.7712254837,0.5421262614,0.918569824,0.775218561,0.6889020071,0.843046944,0.7662523375,0.536298783,0.884099074,0.717331645,0.6871617233,0.805306204,0.76578568,0.5281650864,0.85854256,0.694332414,0.6848073999,0.789735836,Rutgers University-Newark
3,0.8305084746,0.6134185304,,,0.6321167883,,0.7358490566,0.5495356037,,,0.5636623748,,0.7272727273,0.4895688456,,,0.5095541401,,0.6923076923,0.4959443801,,,0.5146750524,,0.6666666667,0.4762308998,0.745454546,0.656198347,0.4922239502,0.663636364,0.5869565217,0.4413746631,0.784313726,0.574879227,0.4537607891,0.59077381,0.5242718447,0.4124661247,0.823529412,0.530470914,0.4183778234,0.555696203,Union County College
4,0.8911260254,0.6644562334,,,0.7711477711,,0.8635379061,0.5865122616,,,0.7209954434,,0.8120351589,0.530839895,,,0.6693306693,,0.7599219258,0.5171126322,,,0.6358142494,,0.7362768496,0.4807073955,0.889518414,0.703262233,0.6016374929,0.79075183,0.7327975892,0.4590952839,0.881392046,0.647689216,0.5930203981,0.761116856,0.7161234991,0.4601691144,0.849865952,0.585631815,0.590521948,0.714847591,William Paterson University of New Jersey
5,0.7571884984,0.532539345,,,0.5797783003,,0.7088414634,0.4993537268,,,0.5455156198,,0.699513382,0.4871899146,,,0.5403840293,,0.6714761376,0.4448875997,,,0.5006832468,,0.6472332016,0.4116055322,0.770098731,0.552773498,0.4665744583,0.599394856,0.6500829187,0.4127725857,0.742666667,0.5328125,0.4693554765,0.580362538,0.6366120219,0.4069738481,0.732441472,0.523953225,0.4683336375,0.576662909,Hudson Valley Community College
6,0.8384991843,0.6569560048,,,0.6849383958,,0.8013333333,0.5685563612,,,0.6146934461,,0.7778643804,0.4974253347,,,0.5831744519,,0.7486102532,0.4422165512,,,0.5559376433,,0.7042976267,0.4302949062,0.859854015,0.682543641,0.5243231345,0.708413206,0.6942488263,0.43104,0.825775656,0.610793832,0.5239179954,0.652304148,0.6926147705,0.4290191163,0.802425107,0.571644956,0.5307025987,0.640442271,LIU Post
7,0.8384991843,0.6569560048,,,0.6849383958,,0.8013333333,0.5685563612,,,0.6146934461,,0.7778643804,0.4974253347,,,0.5831744519,,0.7486102532,0.4422165512,,,0.5559376433,,0.7042976267,0.4302949062,0.859854015,0.682543641,0.5243231345,0.708413206,0.6942488263,0.43104,0.825775656,0.610793832,0.5239179954,0.652304148,0.6926147705,0.4290191163,0.802425107,0.571644956,0.5307025987,0.640442271,LIU Brooklyn
8,0.8713450292,0.7277970012,,,0.7514450867,,0.7894736842,0.6469104666,,,0.6698412698,,0.7384615385,0.5779220779,,,0.5977229602,,0.6373056995,0.5547945205,,,0.5679012346,,0.6233183857,0.5623491553,0.851485149,0.738747554,0.5716234652,0.757352941,0.6330935252,0.5576407507,0.782608696,0.692223439,0.5694915254,0.707383774,0.6393188854,0.518081761,0.748387097,0.642105263,0.558915537,0.655833333,CUNY Queens College
9,0.7764705882,0.5703125,,,0.5944827586,,0.7941176471,0.5169628433,,,0.5443959243,,0.6132075472,0.4644549763,,,0.4857916103,,0.6234567901,0.4332084894,,,0.4652128764,,0.6570048309,0.3974137931,0.793814433,0.595804196,0.4367227505,0.619458128,0.5993485342,0.3790426908,0.75,0.572463768,0.4155423637,0.590909091,0.5588235294,0.4008786381,0.598290598,0.524964337,0.4297891431,0.535452323,Dutchess Community College
10,0.9436090226,0.7515400411,,,0.8193891102,,0.876146789,0.6628959276,,,0.7333333333,,0.737254902,0.6502057613,,,0.6801619433,,0.7335243553,0.6275605214,,,0.6693002257,,0.7629107981,0.5844402277,0.927835052,0.769516729,0.6642182581,0.82509047,0.7673378076,0.5663865546,0.877118644,0.6985138,0.6525911708,0.758132956,0.7392197125,0.5481832543,0.813868613,0.70398482,0.63125,0.741573034,Keuka College
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machzikei Hadath Rabbinical College
12,0.4593874834,0.3102040816,,,0.4226907631,,0.4213973799,0.279245283,,,0.3692946058,,0.4141414141,0.2718120805,,,0.3428571429,,0.4146341463,0.2507204611,,,0.3303703704,,0.4294294294,0.2103004292,0.475222363,0.326771654,0.3016270338,0.439000961,0.3989769821,0.2293729373,0.429769392,0.295373666,0.295887663,0.37994723,0.3652694611,0.2266081871,0.470031546,0.267295598,0.2852320675,0.368503937,Mandl School-The College of Allied Health
13,0.86,0.7227722772,,,0.7454545455,,0.8684210526,0.6263048017,,,0.6594594595,,0.7584269663,0.4948717949,,,0.5774647887,,0.7172131148,0.4259818731,,,0.5495652174,,0.7566539924,0.4457831325,0.852173913,0.75862069,0.5831932773,0.774774775,0.7309090909,0.4335260116,0.86746988,0.67037037,0.5652173913,0.696629214,0.6713286713,0.3970588235,0.803191489,0.566820277,0.5223642173,0.638263666,Hilbert College
14,0.7894736842,0.592,,,0.6666666667,,0.676056338,0.5488721805,,,0.5931372549,,0.6635514019,0.4778325123,,,0.5419354839,,0.6525423729,0.4203539823,,,0.5,,0.6446280992,0.524,0.844155844,0.570422535,0.5633423181,0.666666667,0.6666666667,0.6204081633,0.77027027,0.54248366,0.6375321337,0.616740088,0.7155963303,0.5592105263,0.725663717,0.540540541,0.6245210728,0.602985075,Long Island Business Institute
15,,,,,0.76,,,,,,0.6756756757,,0.68,0.6071428571,,,0.6538461538,,0.625,0.5333333333,,,0.5897435897,,0.46875,0.4642857143,,,0.4673913043,0.764705882,,,,,0.4615384615,0.709302326,,,0.636363636,0.65625,0.5670103093,0.643678161,Isabella Graham Hart School of Practical Nursing
16,0.7481481481,0.387755102,,,0.5965665236,,0.7142857143,0.3833333333,,,0.5377777778,,0.6265060241,0.3636363636,,,0.4766839378,,0.6601941748,0.3076923077,,,0.4948453608,,0.6240601504,0.3185840708,0.743055556,0.388349515,0.4837398374,0.5951417,0.5454545455,0.350877193,0.6875,0.401574803,0.4659498208,0.535564854,0.4871794872,0.3125,0.620689655,0.424778761,0.4141791045,0.51,Jamestown Business College
17,,,,,0.4117647059,,,,,,0.3636363636,,,,,,0.2542372881,,,,,,0.25,,,,,,0.3190184049,0.485714286,,,,,0.3058823529,0.446428571,,,,,0.3020134228,0.306451613,New School of Radio and Television
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York Chiropractic College
19,0.9501475894,0.8158508159,,,0.8886715277,,0.8993539612,0.6794294294,,,0.8307980342,,0.8637128435,0.6397248495,,,0.8086276168,,0.850284583,0.6058282209,,,0.790645463,,0.8471962617,0.5935524652,0.957091776,0.835535466,0.7787444558,0.900994865,0.8497072219,0.5994520548,0.924718074,0.749493585,0.7787445618,0.870222596,0.8427644822,0.6201705971,0.899325506,0.713850837,0.7741336634,0.85348881,New York University
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohr Hameir Theological Seminary
1,0.8407643312,0.59375,,,0.6424090339,,0.8048780488,0.5332225914,,,0.5793103448,,0.7039473684,0.5035868006,,,0.5394581861,,0.6738197425,0.4458762887,,,0.4985133796,,0.6726618705,0.4040296925,0.839779006,0.611347518,0.4651924652,0.658013544,0.6414565826,0.4120734908,0.826086957,0.56626506,0.4666666667,0.610972569,0.5754716981,0.3988005997,0.773809524,0.550257732,0.441410694,0.590042373,Orange County Community College
2,0.7884940778,0.5392781316,,,0.6127744511,,0.7394136808,0.4959229059,,,0.5720835456,,0.6924198251,0.4785407725,,,0.5489443378,,0.6754143646,0.4349747475,,,0.5103986135,,0.6693548387,0.4267847837,0.803767661,0.561507937,0.4945550131,0.633317822,0.6703431373,0.4333003953,0.760180996,0.511498258,0.5014084507,0.590085796,0.6595982143,0.4149512459,0.724230254,0.493324433,0.4948942378,0.570155902,Niagara County Community College
3,0.9166666667,0.7479224377,,,0.7982899339,,0.8934707904,0.6966216216,,,0.7696557586,,0.8395061728,0.6447166922,,,0.7385957953,,0.7882111035,0.5716768028,,,0.6927203065,,0.7508846426,0.5663507109,0.917824074,0.774332061,0.6636804778,0.816216216,0.7498272287,0.5466756212,0.894416244,0.736127509,0.6467983651,0.794326241,0.7586860392,0.5434909515,0.864005913,0.71043771,0.6468446602,0.783650458,Pace University-New York
4,0.9070121951,0.6870150026,,,0.7427578216,,0.8335343788,0.5905373832,,,0.6698150335,,0.7292418773,0.5163934426,,,0.6039346696,,0.6905564924,0.4917817226,,,0.5788695973,,0.7023172906,0.5060498221,0.920612813,0.704704239,0.5931935101,0.758813264,0.7179236043,0.5216178522,0.854767184,0.640944882,0.6032586558,0.709654435,0.7144373673,0.5060893099,0.778059072,0.600568182,0.5871900826,0.671986418,New York Institute of Technology
5,0.7184466019,0.6393129771,,,0.6616438356,,0.6101694915,0.5131868132,,,0.5369294606,,0.5907335907,0.4433497537,,,0.4733124019,,0.5865384615,0.4191176471,,,0.453125,,0.5967302452,0.4077220077,0.721973094,0.651502146,0.4494584838,0.671011794,0.6108247423,0.3936335404,0.627692308,0.564646465,0.4439140811,0.580228137,0.5669014085,0.3945986497,0.649305556,0.514466546,0.4248608534,0.542324247,Nyack College
6,0.9101123596,0.7671641791,,,0.8305647841,,0.8806584362,0.7125645439,,,0.7891283974,,0.8561643836,0.6843065693,,,0.7729681979,,0.8333333333,0.6417004049,,,0.7576,,0.8223350254,0.5988483685,0.922279793,0.794316644,0.7333842628,0.850531108,0.8138728324,0.5613718412,0.902621723,0.751962323,0.7152924595,0.820666097,0.7997870075,0.5866900175,0.877358491,0.738562092,0.719205298,0.809294872,Niagara University
7,0.7688888889,0.5352839931,,,0.6004962779,,0.7607655502,0.4951076321,,,0.5722222222,,0.6982758621,0.4427966102,,,0.5269886364,,0.6788617886,0.4209486166,,,0.5053191489,,0.7090909091,0.3893510815,0.769230769,0.607371795,0.4897260274,0.651515152,0.6847826087,0.3703125,0.743243243,0.556169429,0.4650655022,0.610457516,0.632,0.4134897361,0.702811245,0.50203252,0.4721030043,0.569500675,North Country Community College
8,,,,,0.7435897436,,,,,,0.6346153846,,0.7058823529,0.4938271605,,,0.5565217391,,0.6603773585,0.4025974026,,,0.5076923077,,0.6538461538,0.45,,,0.5303030303,0.787401575,0.6153846154,0.4888888889,,,0.5352112676,0.642857143,0.55,0.4936708861,0.717948718,0.583333333,0.5179856115,0.62601626,Davis College
9,,,,,0.7894736842,,,,,,0.7704918033,,,,,,0.798245614,,,,,,0.6507936508,,0.75,0.5923076923,,,0.632183908,0.821656051,0.7384615385,0.6357142857,,,0.6682926829,0.80620155,0.6888888889,0.5811965812,,,0.6111111111,0.798319328,New York School of Interior Design
10,0.746031746,0.5939329431,,,0.5988671473,,0.7213114754,0.5363815143,,,0.5417661098,,0.6511627907,0.4971302428,,,0.5,,,,,,0.46381205,,0.5700934579,0.4323271665,0.692307692,0.622061483,0.4369510665,0.624066755,0.612804878,0.4299809039,0.621212121,0.579463144,0.4472622478,0.580605056,0.6003584229,0.4358974359,0.62,0.555642633,0.4605864945,0.556879324,Nassau Community College
11,0.6693046919,0.2911725955,,,0.4565002472,,0.5254237288,0.256107171,,,0.3730211817,,0.4066333485,0.2380233874,,,0.3145094806,,0.4312297735,0.2282685512,,,0.32289702,,0.4674556213,0.2226363944,0.678683386,0.348077718,0.3396993811,0.494114932,0.4345135785,0.2262476895,0.569464201,0.319180633,0.3341645885,0.429286608,0.4066418163,0.2393577296,0.48609941,0.296256685,0.3270563155,0.383278625,Monroe College
12,0.9050701187,0.7840785169,,,0.8449023861,,0.8586448598,0.6918767507,,,0.7828025478,,0.7911392405,0.612345679,,,0.700625,,0.7458677686,0.5726315789,,,0.6600625652,,0.7581027668,0.5238987816,0.894790603,0.793333333,0.6509433962,0.842286841,0.7642393655,0.5054844607,0.853070175,0.729963009,0.6501410721,0.795124782,0.75,0.5144278607,0.827014218,0.652222222,0.6476437527,0.736811927,The New School
13,,,,,0.5104895105,,,,,,0.404109589,,,,,,0.3829787234,,0.4803921569,0.4,,,0.4577464789,,0.4588235294,0.5188679245,,,0.4921465969,0.506410256,0.4594594595,0.5297619048,,,0.5170731707,0.450980392,,,,,0.5337837838,0.44137931,Modern Welding School
14,0.9285714286,0.6835748792,,,0.8244353183,,0.8522727273,0.5893854749,,,0.7460496614,,0.777027027,0.6130268199,,,0.6884057971,,0.7837370242,0.5845323741,,,0.6860670194,,0.7918263091,0.5180467091,0.914141414,0.693617021,0.6889952153,0.816729323,0.7573435504,0.5057251908,0.868881119,0.636803874,0.6564651875,0.771573604,0.7589073634,0.5026362039,0.823170732,0.659395973,0.6555634302,0.733455882,Molloy College
15,,,,,0.760346487,,0.8214285714,0.5840707965,,,0.6534446764,,0.715210356,0.4969325153,,,0.5671175858,,0.7287581699,0.4791666667,,,0.5612903226,,0.7793296089,0.4893939394,0.955555556,0.727973568,0.5913555992,0.773168579,0.7328605201,0.4718309859,0.85,0.613297151,0.5692850838,0.681774349,0.6659663866,0.4368686869,0.78742515,0.545064378,0.5228706625,0.623426912,Medaille College
16,0.9590163934,0.8263888889,,,0.9040307102,,0.9427549195,0.7509433962,,,0.8810679612,,0.9118136439,0.7582938389,,,0.8719211823,,0.905766526,0.7455357143,,,0.8673796791,,0.898989899,0.7281879195,0.958762887,0.835443038,0.852293578,0.908065915,0.8908188586,0.7158774373,0.933333333,0.773770492,0.8369098712,0.880434783,0.8869047619,0.6693766938,0.897709924,0.774193548,0.8205128205,0.863787375,Manhattan College
17,0.9184782609,0.8,,,0.8772136954,,0.903803132,0.7129186603,,,0.8429878049,,0.8606060606,0.6956521739,,,0.8082758621,,0.8249027237,0.6827794562,,,0.7692307692,,0.8100840336,0.6708542714,0.934920635,0.816326531,0.7542799597,0.89311408,0.7965425532,0.6428571429,0.915869981,0.755274262,0.7464157706,0.865789474,0.7989347537,0.6076923077,0.875438597,0.739285714,0.7335670465,0.830588235,Nazareth College
18,0.8834355828,0.7777777778,,,0.8364565588,,0.8715277778,0.7170731707,,,0.8073022312,,0.7993421053,0.7260869565,,,0.7677902622,,0.7540106952,0.680608365,,,0.7237048666,,0.7887323944,0.6357388316,0.908108108,0.803278689,0.7266387727,0.860740741,0.8023529412,0.6507936508,0.894080997,0.773913044,0.7378378378,0.843920145,0.7647058824,0.5869565217,0.858006042,0.756554307,0.688085676,0.81270903,Manhattanville College
